record_id,project_id,category,amount_kpy,status,accrual_month,payment_due_month,input_timestamp,confirmed_timestamp,vendor_name
CST-01040,PRJ-0156,外注費,45729,確定請求,2025-10,2025-11,2025-10-29T00:00:00,2025-11-01T00:00:00,協力業者Q社
CST-01041,PRJ-0162,経費,49036,確定請求,2024-12,2025-01,2024-12-30T00:00:00,2025-01-03T00:00:00,協力業者N社
CST-01042,PRJ-0025,外注費,6333,確定請求,2026-08,2026-09,2026-09-01T00:00:00,2026-09-05T00:00:00,協力業者E社
CST-01043,PRJ-0186,労務費,35900,口頭発注,2025-01,2025-02,2025-01-24T00:00:00,,協力業者A社
CST-01044,PRJ-0194,材料費,11095,確定請求,2024-08,2024-09,2024-08-18T00:00:00,2024-08-18T00:00:00,資材メーカーC
CST-01045,PRJ-0093,労務費,13461,確定請求,2023-08,2023-09,2023-08-28T00:00:00,2023-09-01T00:00:00,資材メーカーJ
CST-01046,PRJ-0153,外注費,44948,確定請求,2024-10,2024-11,2024-10-18T00:00:00,2024-10-23T00:00:00,資材メーカーE
CST-01047,PRJ-0043,材料費,5527,現場見込み,2024-09,2024-10,2024-09-18T00:00:00,,協力業者P社
CST-01048,PRJ-0150,労務費,6554,確定請求,2025-08,2025-09,2025-08-08T00:00:00,2025-08-13T00:00:00,協力業者L社
CST-01049,PRJ-0025,材料費,14441,確定請求,2026-10,2026-11,2026-10-27T00:00:00,2026-10-28T00:00:00,協力業者Q社
CST-01050,PRJ-0194,材料費,7330,確定請求,2024-10,2024-11,2024-10-19T00:00:00,2024-10-20T00:00:00,協力業者C社
CST-01051,PRJ-0070,材料費,23181,現場見込み,2024-10,2024-11,2024-11-01T00:00:00,,協力業者R社
CST-01052,PRJ-0135,外注費,6382,口頭発注,2025-06,2025-07,2025-06-17T00:00:00,,協力業者C社
CST-01053,PRJ-0091,外注費,19228,確定請求,2024-04,2024-05,2024-04-30T00:00:00,2024-05-05T00:00:00,資材メーカーI
CST-01054,PRJ-0120,材料費,60436,現場見込み,2025-12,2026-01,2026-01-01T00:00:00,,協力業者K社
CST-01055,PRJ-0074,外注費,5921,確定請求,2024-11,2024-12,2024-12-08T00:00:00,2024-12-12T00:00:00,協力業者G社
CST-01056,PRJ-0104,外注費,49678,確定請求,2025-09,2025-10,2025-09-11T00:00:00,2025-09-11T00:00:00,協力業者R社
CST-01057,PRJ-0079,外注費,119597,確定請求,2024-12,2025-01,2025-01-03T00:00:00,2025-01-04T00:00:00,協力業者L社
CST-01058,PRJ-0138,外注費,29800,確定請求,2025-04,2025-05,2025-04-13T00:00:00,2025-04-14T00:00:00,協力業者T社
CST-01059,PRJ-0039,外注費,83310,現場見込み,2023-11,2023-12,2023-11-09T00:00:00,,資材メーカーB
CST-01060,PRJ-0030,外注費,59376,確定請求,2024-11,2024-12,2024-11-26T00:00:00,2024-11-29T00:00:00,資材メーカーJ
CST-01061,PRJ-0067,材料費,54944,現場見込み,2026-05,2026-06,2026-06-04T00:00:00,,協力業者R社
CST-01062,PRJ-0105,材料費,56172,確定請求,2023-12,2024-01,2023-12-22T00:00:00,2023-12-24T00:00:00,資材メーカーJ
CST-01063,PRJ-0052,材料費,88413,確定請求,2024-11,2024-12,2024-11-30T00:00:00,2024-12-03T00:00:00,資材メーカーF
CST-01064,PRJ-0129,外注費,55201,現場見込み,2025-09,2025-10,2025-09-24T00:00:00,,協力業者B社
CST-01065,PRJ-0089,外注費,109923,確定請求,2024-07,2024-08,2024-07-15T00:00:00,2024-07-15T00:00:00,協力業者K社
CST-01066,PRJ-0173,外注費,18838,確定請求,2023-12,2024-01,2024-01-03T00:00:00,2024-01-07T00:00:00,協力業者F社
CST-01067,PRJ-0197,材料費,25231,確定請求,2023-11,2023-12,2023-12-02T00:00:00,2023-12-03T00:00:00,資材メーカーA
CST-01068,PRJ-0165,外注費,31300,確定請求,2024-08,2024-09,2024-08-13T00:00:00,2024-08-18T00:00:00,資材メーカーA
CST-01069,PRJ-0027,外注費,102956,現場見込み,2026-04,2026-05,2026-04-23T00:00:00,,資材メーカーG
CST-01070,PRJ-0077,外注費,67403,確定請求,2024-03,2024-04,2024-03-13T00:00:00,2024-03-18T00:00:00,協力業者R社
CST-01071,PRJ-0076,労務費,51422,確定請求,2024-04,2024-05,2024-04-27T00:00:00,2024-04-27T00:00:00,資材メーカーD
CST-01072,PRJ-0061,外注費,76284,現場見込み,2024-02,2024-03,2024-02-13T00:00:00,,資材メーカーC
CST-01073,PRJ-0071,外注費,56509,確定請求,2023-10,2023-11,2023-10-21T00:00:00,2023-10-21T00:00:00,協力業者C社
CST-01074,PRJ-0067,労務費,65877,確定請求,2026-03,2026-04,2026-03-16T00:00:00,2026-03-20T00:00:00,資材メーカーF
CST-01075,PRJ-0156,外注費,33864,現場見込み,2024-11,2024-12,2024-11-25T00:00:00,,協力業者S社
CST-01076,PRJ-0134,労務費,40539,確定請求,2024-07,2024-08,2024-08-07T00:00:00,2024-08-10T00:00:00,協力業者I社
CST-01077,PRJ-0056,外注費,191324,確定請求,2026-05,2026-06,2026-05-23T00:00:00,2026-05-26T00:00:00,資材メーカーA
CST-01078,PRJ-0124,労務費,98791,確定請求,2024-07,2024-08,2024-07-25T00:00:00,2024-07-30T00:00:00,協力業者A社
CST-01079,PRJ-0058,外注費,31912,確定請求,2024-12,2025-01,2024-12-13T00:00:00,2024-12-18T00:00:00,協力業者R社
CST-01080,PRJ-0105,外注費,30170,現場見込み,2024-01,2024-02,2024-01-12T00:00:00,,資材メーカーE
CST-01081,PRJ-0193,労務費,37646,確定請求,2024-06,2024-07,2024-06-12T00:00:00,2024-06-14T00:00:00,資材メーカーC
CST-01082,PRJ-0047,外注費,21514,口頭発注,2023-09,2023-10,2023-10-02T00:00:00,,協力業者D社
CST-01083,PRJ-0113,労務費,87235,確定請求,2024-11,2024-12,2024-11-22T00:00:00,2024-11-24T00:00:00,協力業者T社
CST-01084,PRJ-0058,外注費,42584,口頭発注,2025-11,2025-12,2025-11-11T00:00:00,,協力業者M社
CST-01085,PRJ-0096,経費,45938,確定請求,2025-09,2025-10,2025-09-24T00:00:00,2025-09-28T00:00:00,協力業者P社
CST-01086,PRJ-0197,材料費,18427,現場見込み,2024-03,2024-04,2024-03-25T00:00:00,,協力業者E社
CST-01087,PRJ-0068,外注費,70524,確定請求,2025-10,2025-11,2025-10-06T00:00:00,2025-10-08T00:00:00,協力業者J社
CST-01088,PRJ-0107,労務費,50560,確定請求,2024-10,2024-11,2024-10-14T00:00:00,2024-10-18T00:00:00,協力業者A社
CST-01089,PRJ-0055,外注費,34402,確定請求,2023-08,2023-09,2023-09-01T00:00:00,2023-09-01T00:00:00,協力業者D社
CST-01090,PRJ-0181,労務費,47593,口頭発注,2024-06,2024-07,2024-06-26T00:00:00,,協力業者R社
CST-01091,PRJ-0116,労務費,66410,確定請求,2025-03,2025-04,2025-03-16T00:00:00,2025-03-21T00:00:00,協力業者J社
CST-01092,PRJ-0042,労務費,24849,確定請求,2026-05,2026-06,2026-05-18T00:00:00,2026-05-19T00:00:00,資材メーカーI
CST-01093,PRJ-0138,経費,38789,確定請求,2024-08,2024-09,2024-08-20T00:00:00,2024-08-21T00:00:00,資材メーカーI
CST-01094,PRJ-0134,材料費,27509,確定請求,2024-01,2024-02,2024-01-25T00:00:00,2024-01-29T00:00:00,協力業者F社
CST-01095,PRJ-0068,外注費,63044,確定請求,2024-12,2025-01,2024-12-09T00:00:00,2024-12-10T00:00:00,協力業者G社
CST-01096,PRJ-0151,経費,216971,口頭発注,2024-11,2024-12,2024-12-02T00:00:00,,資材メーカーF
CST-01097,PRJ-0016,材料費,7074,確定請求,2025-11,2025-12,2025-11-25T00:00:00,2025-11-28T00:00:00,資材メーカーH
CST-01098,PRJ-0197,外注費,22771,確定請求,2024-01,2024-02,2024-01-05T00:00:00,2024-01-07T00:00:00,協力業者J社
CST-01099,PRJ-0155,外注費,48257,現場見込み,2023-11,2023-12,2023-11-21T00:00:00,,協力業者G社
CST-01100,PRJ-0021,外注費,48767,現場見込み,2025-11,2025-12,2025-11-09T00:00:00,,協力業者K社
CST-01101,PRJ-0021,労務費,27735,確定請求,2025-05,2025-06,2025-05-07T00:00:00,2025-05-07T00:00:00,資材メーカーB
CST-01102,PRJ-0102,外注費,48830,現場見込み,2024-10,2024-11,2024-10-29T00:00:00,,協力業者T社
CST-01103,PRJ-0021,経費,27473,現場見込み,2025-06,2025-07,2025-06-14T00:00:00,,協力業者K社
CST-01104,PRJ-0132,外注費,13252,確定請求,2026-03,2026-04,2026-03-17T00:00:00,2026-03-22T00:00:00,協力業者K社
CST-01105,PRJ-0124,外注費,59568,確定請求,2024-07,2024-08,2024-07-23T00:00:00,2024-07-24T00:00:00,資材メーカーC
CST-01106,PRJ-0043,外注費,4527,確定請求,2025-06,2025-07,2025-06-12T00:00:00,2025-06-14T00:00:00,協力業者S社
CST-01107,PRJ-0110,労務費,26061,確定請求,2026-01,2026-02,2026-01-30T00:00:00,2026-02-01T00:00:00,協力業者F社
CST-01108,PRJ-0178,外注費,70731,口頭発注,2026-06,2026-07,2026-06-22T00:00:00,,資材メーカーF
CST-01109,PRJ-0127,外注費,34260,口頭発注,2024-11,2024-12,2024-11-24T00:00:00,,資材メーカーD
CST-01110,PRJ-0140,材料費,38268,確定請求,2024-03,2024-04,2024-03-27T00:00:00,2024-03-28T00:00:00,資材メーカーG
CST-01111,PRJ-0002,労務費,46266,現場見込み,2026-05,2026-06,2026-05-08T00:00:00,,資材メーカーD
CST-01112,PRJ-0090,労務費,45040,現場見込み,2024-09,2024-10,2024-09-16T00:00:00,,協力業者O社
CST-01113,PRJ-0032,材料費,79970,現場見込み,2025-10,2025-11,2025-10-26T00:00:00,,資材メーカーE
CST-01114,PRJ-0079,経費,119583,現場見込み,2024-09,2024-10,2024-09-26T00:00:00,,協力業者R社
CST-01115,PRJ-0150,外注費,7658,現場見込み,2024-07,2024-08,2024-07-28T00:00:00,,資材メーカーA
CST-01116,PRJ-0007,外注費,117382,確定請求,2025-08,2025-09,2025-08-20T00:00:00,2025-08-21T00:00:00,資材メーカーG
CST-01117,PRJ-0026,外注費,8516,確定請求,2026-02,2026-03,2026-02-17T00:00:00,2026-02-22T00:00:00,協力業者I社
CST-01118,PRJ-0095,外注費,60588,確定請求,2024-07,2024-08,2024-07-11T00:00:00,2024-07-15T00:00:00,資材メーカーI
CST-01119,PRJ-0056,材料費,129772,確定請求,2025-10,2025-11,2025-10-23T00:00:00,2025-10-27T00:00:00,資材メーカーG
CST-01120,PRJ-0131,外注費,5463,確定請求,2026-07,2026-08,2026-07-19T00:00:00,2026-07-20T00:00:00,資材メーカーE
CST-01121,PRJ-0137,外注費,43555,確定請求,2024-01,2024-02,2024-01-19T00:00:00,2024-01-23T00:00:00,協力業者R社
CST-01122,PRJ-0042,外注費,24350,現場見込み,2026-06,2026-07,2026-06-28T00:00:00,,協力業者R社
CST-01123,PRJ-0077,材料費,72399,現場見込み,2025-06,2025-07,2025-06-11T00:00:00,,資材メーカーE
CST-01124,PRJ-0141,材料費,6357,現場見込み,2024-08,2024-09,2024-08-08T00:00:00,,協力業者M社
CST-01125,PRJ-0104,材料費,58203,確定請求,2025-11,2025-12,2025-11-30T00:00:00,2025-12-01T00:00:00,協力業者S社
CST-01126,PRJ-0086,材料費,64555,確定請求,2024-05,2024-06,2024-05-31T00:00:00,2024-05-31T00:00:00,協力業者Q社
CST-01127,PRJ-0019,外注費,4889,現場見込み,2024-03,2024-04,2024-04-03T00:00:00,,協力業者L社
CST-01128,PRJ-0159,材料費,9144,確定請求,2023-12,2024-01,2023-12-20T00:00:00,2023-12-24T00:00:00,資材メーカーB
CST-01129,PRJ-0137,外注費,74514,確定請求,2024-12,2025-01,2024-12-20T00:00:00,2024-12-21T00:00:00,協力業者F社
CST-01130,PRJ-0155,労務費,31823,確定請求,2024-11,2024-12,2024-11-04T00:00:00,2024-11-08T00:00:00,協力業者F社
CST-01131,PRJ-0096,材料費,54820,確定請求,2026-01,2026-02,2026-01-25T00:00:00,2026-01-27T00:00:00,資材メーカーD
CST-01132,PRJ-0115,労務費,76513,確定請求,2024-01,2024-02,2024-01-29T00:00:00,2024-01-30T00:00:00,協力業者H社
CST-01133,PRJ-0182,外注費,64469,口頭発注,2023-05,2023-06,2023-05-31T00:00:00,,協力業者I社
CST-01134,PRJ-0147,労務費,67382,確定請求,2024-11,2024-12,2024-11-25T00:00:00,2024-11-29T00:00:00,協力業者B社
CST-01135,PRJ-0166,経費,14580,口頭発注,2026-12,2027-01,2026-12-25T00:00:00,,協力業者M社
CST-01136,PRJ-0134,外注費,33811,確定請求,2024-08,2024-09,2024-08-02T00:00:00,2024-08-02T00:00:00,協力業者O社
CST-01137,PRJ-0109,材料費,2946,確定請求,2025-05,2025-06,2025-05-14T00:00:00,2025-05-19T00:00:00,協力業者K社
CST-01138,PRJ-0162,材料費,47605,確定請求,2026-05,2026-06,2026-05-06T00:00:00,2026-05-11T00:00:00,資材メーカーA
CST-01139,PRJ-0145,材料費,51290,現場見込み,2026-01,2026-02,2026-01-25T00:00:00,,協力業者S社
CST-01140,PRJ-0085,材料費,15203,現場見込み,2024-06,2024-07,2024-06-23T00:00:00,,協力業者F社
CST-01141,PRJ-0127,材料費,34546,確定請求,2024-10,2024-11,2024-10-24T00:00:00,2024-10-28T00:00:00,協力業者M社
CST-01142,PRJ-0072,外注費,45244,確定請求,2025-07,2025-08,2025-07-09T00:00:00,2025-07-12T00:00:00,協力業者Q社
CST-01143,PRJ-0032,外注費,39589,現場見込み,2025-06,2025-07,2025-06-11T00:00:00,,協力業者Q社
CST-01144,PRJ-0013,外注費,19652,口頭発注,2024-12,2025-01,2025-01-03T00:00:00,,資材メーカーG
CST-01145,PRJ-0087,経費,33935,現場見込み,2025-03,2025-04,2025-03-25T00:00:00,,資材メーカーF
CST-01146,PRJ-0115,外注費,87044,確定請求,2024-08,2024-09,2024-08-26T00:00:00,2024-08-30T00:00:00,協力業者T社
CST-01147,PRJ-0105,労務費,36700,現場見込み,2024-02,2024-03,2024-02-13T00:00:00,,協力業者O社
CST-01148,PRJ-0096,労務費,69909,口頭発注,2026-04,2026-05,2026-04-22T00:00:00,,協力業者C社
CST-01149,PRJ-0142,労務費,89546,現場見込み,2023-11,2023-12,2023-11-16T00:00:00,,協力業者I社
CST-01150,PRJ-0193,外注費,33959,確定請求,2024-09,2024-10,2024-09-28T00:00:00,2024-09-30T00:00:00,協力業者F社
CST-01151,PRJ-0197,経費,30220,口頭発注,2024-01,2024-02,2024-01-30T00:00:00,,資材メーカーB
CST-01152,PRJ-0054,労務費,55549,確定請求,2025-03,2025-04,2025-03-22T00:00:00,2025-03-27T00:00:00,資材メーカーF
CST-01153,PRJ-0067,外注費,61841,確定請求,2026-01,2026-02,2026-01-12T00:00:00,2026-01-15T00:00:00,協力業者P社
CST-01154,PRJ-0010,外注費,32942,現場見込み,2024-08,2024-09,2024-08-12T00:00:00,,協力業者S社
CST-01155,PRJ-0174,外注費,56838,現場見込み,2024-07,2024-08,2024-07-16T00:00:00,,資材メーカーG
CST-01156,PRJ-0048,経費,21696,確定請求,2023-06,2023-07,2023-06-22T00:00:00,2023-06-23T00:00:00,協力業者H社
CST-01157,PRJ-0068,外注費,69385,現場見込み,2025-11,2025-12,2025-11-04T00:00:00,,協力業者S社
CST-01158,PRJ-0131,労務費,2853,確定請求,2026-02,2026-03,2026-03-01T00:00:00,2026-03-01T00:00:00,資材メーカーA
CST-01159,PRJ-0005,材料費,60306,現場見込み,2024-08,2024-09,2024-08-14T00:00:00,,協力業者B社
CST-01160,PRJ-0083,材料費,54608,確定請求,2023-09,2023-10,2023-09-08T00:00:00,2023-09-12T00:00:00,資材メーカーJ
CST-01161,PRJ-0178,労務費,53002,確定請求,2026-11,2026-12,2026-12-08T00:00:00,2026-12-13T00:00:00,協力業者T社
CST-01162,PRJ-0200,経費,24866,現場見込み,2024-07,2024-08,2024-07-12T00:00:00,,資材メーカーI
CST-01163,PRJ-0106,外注費,11958,口頭発注,2026-02,2026-03,2026-03-01T00:00:00,,協力業者G社
CST-01164,PRJ-0192,外注費,12261,現場見込み,2024-05,2024-06,2024-06-07T00:00:00,,協力業者P社
CST-01165,PRJ-0100,外注費,8334,確定請求,2025-11,2025-12,2025-12-07T00:00:00,2025-12-11T00:00:00,協力業者H社
CST-01166,PRJ-0011,労務費,32327,口頭発注,2024-06,2024-07,2024-07-06T00:00:00,,資材メーカーF
CST-01167,PRJ-0072,外注費,64627,確定請求,2025-10,2025-11,2025-10-28T00:00:00,2025-10-30T00:00:00,協力業者T社
CST-01168,PRJ-0169,材料費,73582,口頭発注,2024-09,2024-10,2024-09-10T00:00:00,,資材メーカーD
CST-01169,PRJ-0124,外注費,74513,確定請求,2024-09,2024-10,2024-10-07T00:00:00,2024-10-07T00:00:00,協力業者T社
CST-01170,PRJ-0121,材料費,62999,確定請求,2024-03,2024-04,2024-04-01T00:00:00,2024-04-02T00:00:00,協力業者M社
CST-01171,PRJ-0002,外注費,54584,確定請求,2024-09,2024-10,2024-09-29T00:00:00,2024-10-03T00:00:00,協力業者A社
CST-01172,PRJ-0196,材料費,9637,確定請求,2026-04,2026-05,2026-04-09T00:00:00,2026-04-10T00:00:00,資材メーカーB
CST-01173,PRJ-0094,外注費,2353,確定請求,2023-09,2023-10,2023-09-17T00:00:00,2023-09-21T00:00:00,協力業者F社
CST-01174,PRJ-0180,外注費,14684,確定請求,2025-09,2025-10,2025-09-30T00:00:00,2025-10-04T00:00:00,資材メーカーI
CST-01175,PRJ-0120,外注費,87249,現場見込み,2025-05,2025-06,2025-05-29T00:00:00,,協力業者C社
CST-01176,PRJ-0149,材料費,3023,確定請求,2025-01,2025-02,2025-02-04T00:00:00,2025-02-08T00:00:00,協力業者E社
CST-01177,PRJ-0101,外注費,43266,確定請求,2024-03,2024-04,2024-03-09T00:00:00,2024-03-13T00:00:00,資材メーカーI
CST-01178,PRJ-0055,外注費,20651,確定請求,2024-06,2024-07,2024-06-13T00:00:00,2024-06-18T00:00:00,協力業者L社
CST-01179,PRJ-0087,労務費,24834,確定請求,2025-04,2025-05,2025-04-12T00:00:00,2025-04-15T00:00:00,協力業者N社
CST-01180,PRJ-0169,労務費,59929,現場見込み,2025-02,2025-03,2025-02-18T00:00:00,,資材メーカーE
CST-01181,PRJ-0200,材料費,39287,現場見込み,2024-12,2025-01,2025-01-03T00:00:00,,協力業者S社
CST-01182,PRJ-0138,経費,41591,口頭発注,2023-09,2023-10,2023-09-27T00:00:00,,協力業者N社
CST-01183,PRJ-0029,労務費,7726,確定請求,2024-06,2024-07,2024-06-07T00:00:00,2024-06-07T00:00:00,協力業者P社
CST-01184,PRJ-0069,労務費,90424,現場見込み,2024-10,2024-11,2024-10-14T00:00:00,,協力業者T社
CST-01185,PRJ-0085,外注費,10885,確定請求,2024-03,2024-04,2024-03-30T00:00:00,2024-03-30T00:00:00,協力業者I社
CST-01186,PRJ-0144,外注費,16500,確定請求,2025-08,2025-09,2025-08-24T00:00:00,2025-08-28T00:00:00,資材メーカーD
CST-01187,PRJ-0154,材料費,13189,確定請求,2024-03,2024-04,2024-03-16T00:00:00,2024-03-16T00:00:00,協力業者D社
CST-01188,PRJ-0080,外注費,16102,現場見込み,2025-07,2025-08,2025-07-19T00:00:00,,資材メーカーA
CST-01189,PRJ-0083,労務費,59841,現場見込み,2023-10,2023-11,2023-10-10T00:00:00,,協力業者N社
CST-01190,PRJ-0172,外注費,45160,確定請求,2025-06,2025-07,2025-07-04T00:00:00,2025-07-09T00:00:00,協力業者E社
CST-01191,PRJ-0161,外注費,52899,確定請求,2026-09,2026-10,2026-09-12T00:00:00,2026-09-16T00:00:00,協力業者I社
CST-01192,PRJ-0139,外注費,44955,確定請求,2025-04,2025-05,2025-04-07T00:00:00,2025-04-11T00:00:00,協力業者S社
CST-01193,PRJ-0008,材料費,26842,確定請求,2024-03,2024-04,2024-04-04T00:00:00,2024-04-05T00:00:00,資材メーカーB
CST-01194,PRJ-0064,経費,32958,確定請求,2024-10,2024-11,2024-11-03T00:00:00,2024-11-06T00:00:00,協力業者R社
CST-01195,PRJ-0023,材料費,90903,確定請求,2025-11,2025-12,2025-11-28T00:00:00,2025-12-02T00:00:00,協力業者L社
CST-01196,PRJ-0013,外注費,31943,確定請求,2025-05,2025-06,2025-05-16T00:00:00,2025-05-20T00:00:00,協力業者I社
CST-01197,PRJ-0006,外注費,5202,確定請求,2023-12,2024-01,2024-01-03T00:00:00,2024-01-08T00:00:00,資材メーカーE
CST-01198,PRJ-0065,労務費,47654,確定請求,2025-11,2025-12,2025-11-30T00:00:00,2025-12-05T00:00:00,資材メーカーH
CST-01199,PRJ-0107,外注費,88600,確定請求,2024-05,2024-06,2024-05-14T00:00:00,2024-05-14T00:00:00,協力業者O社
CST-01200,PRJ-0131,材料費,3105,確定請求,2026-04,2026-05,2026-04-09T00:00:00,2026-04-11T00:00:00,協力業者Q社
CST-01201,PRJ-0018,材料費,12085,確定請求,2024-01,2024-02,2024-01-10T00:00:00,2024-01-15T00:00:00,協力業者F社
CST-01202,PRJ-0169,労務費,58664,確定請求,2024-07,2024-08,2024-07-27T00:00:00,2024-07-28T00:00:00,資材メーカーF
CST-01203,PRJ-0067,経費,34371,確定請求,2027-01,2027-02,2027-01-15T00:00:00,2027-01-18T00:00:00,資材メーカーJ
CST-01204,PRJ-0068,外注費,76251,現場見込み,2024-06,2024-07,2024-06-27T00:00:00,,協力業者C社
CST-01205,PRJ-0171,外注費,56168,確定請求,2023-12,2024-01,2023-12-22T00:00:00,2023-12-26T00:00:00,協力業者L社
CST-01206,PRJ-0040,労務費,10176,確定請求,2024-01,2024-02,2024-02-06T00:00:00,2024-02-09T00:00:00,資材メーカーD
CST-01207,PRJ-0168,外注費,74139,確定請求,2025-09,2025-10,2025-09-22T00:00:00,2025-09-24T00:00:00,資材メーカーA
CST-01208,PRJ-0037,外注費,24382,確定請求,2024-08,2024-09,2024-08-07T00:00:00,2024-08-12T00:00:00,資材メーカーE
CST-01209,PRJ-0030,労務費,37035,確定請求,2025-01,2025-02,2025-01-22T00:00:00,2025-01-23T00:00:00,協力業者O社
CST-01210,PRJ-0017,材料費,45147,確定請求,2026-04,2026-05,2026-04-12T00:00:00,2026-04-14T00:00:00,資材メーカーJ
CST-01211,PRJ-0017,労務費,63821,確定請求,2025-08,2025-09,2025-08-19T00:00:00,2025-08-23T00:00:00,協力業者B社
CST-01212,PRJ-0017,外注費,36756,現場見込み,2026-01,2026-02,2026-01-25T00:00:00,,資材メーカーC
CST-01213,PRJ-0195,外注費,11032,確定請求,2026-04,2026-05,2026-04-10T00:00:00,2026-04-12T00:00:00,資材メーカーB
CST-01214,PRJ-0188,経費,102501,確定請求,2026-05,2026-06,2026-05-17T00:00:00,2026-05-18T00:00:00,資材メーカーA
CST-01215,PRJ-0158,外注費,34293,確定請求,2025-06,2025-07,2025-06-26T00:00:00,2025-06-28T00:00:00,協力業者I社
CST-01216,PRJ-0092,経費,49135,確定請求,2024-03,2024-04,2024-04-01T00:00:00,2024-04-02T00:00:00,協力業者M社
CST-01217,PRJ-0105,経費,39256,確定請求,2024-08,2024-09,2024-08-24T00:00:00,2024-08-24T00:00:00,協力業者A社
CST-01218,PRJ-0188,材料費,67495,確定請求,2027-03,2027-04,2027-04-08T00:00:00,2027-04-12T00:00:00,協力業者J社
CST-01219,PRJ-0094,外注費,2184,確定請求,2024-05,2024-06,2024-05-29T00:00:00,2024-05-30T00:00:00,協力業者L社
CST-01220,PRJ-0015,外注費,50380,確定請求,2024-04,2024-05,2024-04-14T00:00:00,2024-04-17T00:00:00,協力業者G社
CST-01221,PRJ-0176,材料費,45481,確定請求,2025-05,2025-06,2025-05-16T00:00:00,2025-05-17T00:00:00,協力業者A社
CST-01222,PRJ-0189,外注費,15367,確定請求,2026-05,2026-06,2026-05-20T00:00:00,2026-05-24T00:00:00,協力業者Q社
CST-01223,PRJ-0023,材料費,64217,口頭発注,2025-08,2025-09,2025-08-07T00:00:00,,協力業者Q社
CST-01224,PRJ-0048,材料費,33626,現場見込み,2023-12,2024-01,2023-12-10T00:00:00,,協力業者D社
CST-01225,PRJ-0095,外注費,41795,確定請求,2025-01,2025-02,2025-01-21T00:00:00,2025-01-25T00:00:00,資材メーカーI
CST-01226,PRJ-0156,外注費,37840,現場見込み,2025-02,2025-03,2025-03-01T00:00:00,,資材メーカーC
CST-01227,PRJ-0011,労務費,23152,確定請求,2024-10,2024-11,2024-11-01T00:00:00,2024-11-02T00:00:00,協力業者S社
CST-01228,PRJ-0055,労務費,24256,口頭発注,2024-03,2024-04,2024-03-29T00:00:00,,資材メーカーE
CST-01229,PRJ-0067,外注費,55351,確定請求,2026-12,2027-01,2027-01-04T00:00:00,2027-01-04T00:00:00,資材メーカーI
CST-01230,PRJ-0027,材料費,83707,確定請求,2026-05,2026-06,2026-05-25T00:00:00,2026-05-25T00:00:00,協力業者D社
CST-01231,PRJ-0072,経費,47768,口頭発注,2026-05,2026-06,2026-05-16T00:00:00,,資材メーカーA
CST-01232,PRJ-0146,外注費,102539,確定請求,2026-11,2026-12,2026-11-25T00:00:00,2026-11-27T00:00:00,資材メーカーC
CST-01233,PRJ-0044,外注費,4542,確定請求,2024-08,2024-09,2024-08-26T00:00:00,2024-08-30T00:00:00,協力業者L社
CST-01234,PRJ-0094,経費,2464,確定請求,2023-06,2023-07,2023-06-17T00:00:00,2023-06-18T00:00:00,資材メーカーC
CST-01235,PRJ-0066,外注費,7025,現場見込み,2026-04,2026-05,2026-04-27T00:00:00,,協力業者C社
CST-01236,PRJ-0078,労務費,41319,口頭発注,2025-06,2025-07,2025-06-23T00:00:00,,協力業者C社
CST-01237,PRJ-0154,経費,18403,現場見込み,2023-12,2024-01,2023-12-16T00:00:00,,協力業者P社
CST-01238,PRJ-0105,外注費,29329,確定請求,2024-05,2024-06,2024-06-09T00:00:00,2024-06-11T00:00:00,協力業者G社
CST-01239,PRJ-0191,労務費,32629,確定請求,2026-06,2026-07,2026-06-25T00:00:00,2026-06-28T00:00:00,資材メーカーD
CST-01240,PRJ-0069,外注費,69595,確定請求,2024-08,2024-09,2024-08-27T00:00:00,2024-08-29T00:00:00,協力業者H社
CST-01241,PRJ-0059,経費,14701,確定請求,2023-08,2023-09,2023-09-02T00:00:00,2023-09-03T00:00:00,協力業者H社
CST-01242,PRJ-0108,労務費,45294,現場見込み,2025-01,2025-02,2025-01-22T00:00:00,,協力業者L社
CST-01243,PRJ-0166,経費,13210,確定請求,2026-04,2026-05,2026-04-03T00:00:00,2026-04-08T00:00:00,協力業者D社
CST-01244,PRJ-0019,外注費,5032,現場見込み,2024-05,2024-06,2024-05-14T00:00:00,,協力業者T社
CST-01245,PRJ-0122,労務費,55781,確定請求,2026-03,2026-04,2026-03-15T00:00:00,2026-03-15T00:00:00,資材メーカーH
CST-01246,PRJ-0015,労務費,32824,口頭発注,2024-06,2024-07,2024-06-13T00:00:00,,協力業者P社
CST-01247,PRJ-0192,労務費,12134,確定請求,2024-06,2024-07,2024-06-10T00:00:00,2024-06-14T00:00:00,協力業者K社
CST-01248,PRJ-0092,労務費,76950,確定請求,2024-01,2024-02,2024-01-23T00:00:00,2024-01-27T00:00:00,協力業者P社
CST-01249,PRJ-0181,材料費,43343,確定請求,2024-04,2024-05,2024-04-24T00:00:00,2024-04-28T00:00:00,協力業者M社
CST-01250,PRJ-0157,材料費,25674,確定請求,2024-09,2024-10,2024-09-28T00:00:00,2024-10-01T00:00:00,協力業者B社
CST-01251,PRJ-0153,労務費,37409,確定請求,2025-05,2025-06,2025-05-15T00:00:00,2025-05-19T00:00:00,協力業者R社
